Code,Title,Credits,Grading,Semesters Offered,Prerequisites,Corequisites,Crosslisted,Distribution Category,Breadth Requirement,Forbidden Overlap,Description
AEM 1200,Introduction to Business Management,3,Graded,"Spring, Summer",,,,,,"due to an overlap in content, students will not receive credit for both: AEM 1200 and ILRID 1700. In addition, due to an overlap in content, students will not receive credit for both AEM 1200 and AEM 2200, unless AEM 1200 was taken over the summer and before the student matriculated","Provides an overview of management and business. Human resource, marketing, finance, and strategy concerns are addressed with consideration paid to current issues such as technological innovation and its impact on operations, globalization, ethics, teamwork, leadership, and entrepreneurship. Opportunity to deliver an integrative group project"
AEM 1300,Introduction to Macroeconomic Theory and Policy,3,Stdnt Opt,Summer,,,,(SBA-AG),," due to an overlap in content, students will not receive credit for both AEM 1300 and ECON 1120",This course is an introduction to macroeconomic analysis at the college level and the issues that are most important to the national debate relating to economic policy
AEM 2011,Spreadsheet Modeling for Non-Dyson Majors,3,GradeNoAud,"Fall, Winter, Spring, Summer",,,,,,,"This course will be developed as a data-driven, model-based approach to decision-making. Most applications will rely on the standard array of Excel functionality but other platforms (e.g., Access, SQL, presentation software) may be employed. A unique feature of this course will be applications drawn from the diverse program areas of the Dyson School: management, international development/trade; environment/resource economics; and food/agricultural economics. Case material will be contributed by the companies from the DUAC. Key topics will include: Optimization (Solver), Data graphing, Financial modeling, Ethical/social dimensions of IT, Forecasting, Pivot tables, Exponential smoothing, and Simulation"
AEM 2210,Financial Accounting,3,GradeNoAud,"Fall, Winter, Spring, Summer",,,,,,"due to an overlap in content, students will receive credit for only one course in the following group: AEM 2210, AEM 2225, HADM 1210, HADM 2230","Comprehensive introduction to financial accounting concepts and techniques, intended to provide a basic understanding of the accounting cycle, elements of financial statements, underlying theory of GAAP, and financial statement interpretation. Topics include methods of recording inventory, receivables, depreciation, bonds, and equity. Requires two evening prelims and a comprehensive final; weekly homework assignments"
AEM 2350,Introduction To The Economics Of Development,3,Stdnt Opt,"Fall, Summer","ECON 1110, ECON 1120",,,(SBA-AG),,,This course is intended as an introduction to the economics of low income countries. It focuses on the policies and constraints to promoting growth and development
AEM 2400,Marketing,3,Stdnt Opt,"Fall, Winter, Summer",,,,,,"due to an overlap in content, students will receive credit for only one course in the following group: AEM 2400, AEM 2420, HADM 2410, HADM 2430","Provides a broad introduction to the fundamentals of marketing. Explores the components of an organization's strategic marketing program, including how to price, promote, and distribute goods and services. Industry guest lectures and current marketing applications from various companies are presented and analyzed"
AEM 2831,VBA Programming for Non-Dyson,3,Graded,,,,,,,,No description available
AEM 3070,Risk Management in Emerging Markets,3,Stdnt Opt,Summer,,,NBA 5911,,,,"This distance learning course will introduce students to the opportunities and market potential, as well as the challenges and risks of operating in emerging markets such as China, India, Brazil, Russia, Mexico, South Africa and many others. Students will learn about the various types of risk that businesses face when operating in these markets, and the major approaches to risk assessment and management. Through a combination of readings, lectures and case discussions students will gain practical skills in evaluating and assessing risk, and in developing business models and strategies that are suitable for success in emerging markets"
AEM 3230,Managerial Accounting,3,Graded,"Winter, Spring, Summer","AEM 2210, AEM 2225 or equivalent",,,,,,"This course provides an introduction to the basic concepts, analyses, uses, and procedures of accounting and control used by internal company managers when they are faced with planning, directing, controlling, and decision-making activities in their organization. Topics covered focus on the relationship between strategy and decision-making and include product and service costing, budget setting, decision-making, profitability analysis, pricing, investment analysis, management control systems, and performance measurement"
AEM 3380,"Social Entrepreneurs, Innovators, and Problem Solvers",3-4,Stdnt Opt,"Fall, Summer",,,,(SBA-AG),,,"Introduces students to the social entrepreneurs, innovators, and visionaries who are creating new strategies for solving society's problems. The course highlights innovative case studies of success in restoring the environment, resolving conflicts, curing diseases, overcoming poverty, and addressing other problems of social injustice. At the end of the course, each student develops an original blueprint for social innovation: a creative proposal for solving a societal problem"
AEM 3991,Global Business Strategy,3,Stdnt Opt,"Winter, Summer",,,NBA 5991,,,,"In today's globalized and interconnected world, more and more companies are going abroad to pursue their major business objectives. How can they take advantage of the global marketplace and create economic value through their multimarket activities? This distance learning course gives students a basic grounding in global business, so they can become capable of understanding and analyzing events and trends in the global business environment and their impact on managerial decision making. Through a series of case discussions and an internationalization project for a local company, students develop practical skills in applying the tools of global strategic analysis in concrete business situations. Students registered for NBA 5991 will be required to analyze a current-event situation based on the theoretical and methodological framework developed in this course"
AEM 4960,Applied Economics and Management Internship,1,S/U NoAud,"Fall, Spring",,,,,,,Evaluation of internship experience requiring the following written submission at the end of the term. 1) Internship job description and copies of training materials provided. 2) Weekly diary including descriptions of job responsibilities and reflections/insights on those experiences. 3) Three to five page paper reflecting on how the internship related to the academic program. All internships must be approved by the internship coordinator before the work experience segment
AEM 4970,Individual Study in Applied Economics and Management,0.5-6,Stdnt Opt,Fall or Spring,,,,,,,Used for special projects designed by faculty members
ALS 1140,Explorations in Biology Research and Health Professions,1,Graded,Summer,,,,,,,"Explores biology as it pertains to research, health-care professions, and the world at large. This seminar is designed for students with a strong interest in medicine and biological research. Discussions and laboratory exercises allow students to interact with faculty and guest speakers. Students learn to read and evaluate scientific publications on current biological topics. Course grade is based on several short papers"
