Position,Title,Artist,Last Week,Peak Position,Weeks on Chart,Chart Date
31,Leave Me Alone,Flipp Dinero,28,27,14,12-29-2018
32,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,32,32,3,12-29-2018
33,Sleigh Ride,The Ronettes,41,33,2,12-29-2018
34,Feliz Navidad,Jose Feliciano,42,34,4,12-29-2018
35,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,40,35,2,12-29-2018
36,Speechless,Dan + Shay,34,33,15,12-29-2018
37,Love Lies,Khalid & Normani,30,9,44,12-29-2018
38,Beautiful,Bazzi Featuring Camila Cabello,36,30,20,12-29-2018
39,Better,Khalid,35,29,14,12-29-2018
40,I Like It,"Cardi B, Bad Bunny & J Balvin",38,1,37,12-29-2018
41,(There's No Place Like) Home For The Holidays,Perry Como,,41,1,12-29-2018
42,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,,42,1,12-29-2018
43,Natural,Imagine Dragons,43,13,22,12-29-2018
44,Shallow,Lady Gaga & Bradley Cooper,39,5,12,12-29-2018
45,Happy Xmas (War Is Over),John & Yoko/The Plastic Ono Band With The Harlem Community Choir,,45,1,12-29-2018
46,Calling My Spirit,Kodak Black,53,46,3,12-29-2018
47,Wonderful Christmastime,Paul McCartney,,47,1,12-29-2018
48,White Christmas,Bing Crosby,,12,14,12-29-2018
49,Uproar,Lil Wayne,44,7,12,12-29-2018
50,Christmas (Baby Please Come Home),Darlene Love,,50,1,12-29-2018
51,She Got The Best Of Me ,Luke Combs,47,34,19,12-29-2018
52,BAD!,XXXTENTACION,33,16,6,12-29-2018
53,Dangerous,Meek Mill Featuring Jeremih & PnB Rock,49,31,18,12-29-2018
54,Drunk Me,Mitchell Tenpenny,54,53,19,12-29-2018
55,Best Shot,Jimmie Allen,52,46,14,12-29-2018
56,Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,80,56,3,12-29-2018
57,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,59,57,5,12-29-2018
58,MoshPit,Kodak Black Featuring Juice WRLD,,58,1,12-29-2018
59,You Say,Lauren Daigle,58,44,23,12-29-2018
60,Armed And Dangerous,Juice WRLD,67,44,6,12-29-2018
61,Talk To Me,Tory Lanez & Rich The Kid,74,61,8,12-29-2018
62,Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,57,28,8,12-29-2018
63,Be Alright,Dean Lewis,63,63,8,12-29-2018
64,Backin' It Up,Pardison Fontaine Featuring Cardi B,66,64,10,12-29-2018
65,Burning Man,Dierks Bentley Featuring Brothers Osborne,73,65,9,12-29-2018
66,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,71,66,10,12-29-2018
67,Sixteen,Thomas Rhett,76,67,6,12-29-2018
68,Cozy Little Christmas,Katy Perry,,68,1,12-29-2018
69,Consequences,Camila Cabello,72,69,7,12-29-2018
70,Pure Cocaine,Lil Baby,55,46,3,12-29-2018
71,Girl Like You,Jason Aldean,77,71,4,12-29-2018
72,Good Girl,Dustin Lynch,81,72,6,12-29-2018
73,No Stylist,French Montana Featuring Drake,85,47,13,12-29-2018
74,Testimony,Kodak Black,,74,1,12-29-2018
75,You,Jacquees,83,75,4,12-29-2018
76,KIKA,6ix9ine Featuring Tory Lanez,60,44,4,12-29-2018
77,When The Party's Over,Billie Eilish,69,52,9,12-29-2018
78,Last Shot,Kip Moore,87,78,5,12-29-2018
79,whoa (mind in awe),XXXTENTACION,37,37,2,12-29-2018
80,Ella Quiere Beber,Anuel AA & Romeo Santos,93,79,7,12-29-2018
81,Beautiful Crazy,Luke Combs,97,58,6,12-29-2018
82,Fine China,Future & Juice WRLD,89,26,9,12-29-2018
83,Lost In Japan,Shawn Mendes X Zedd,56,48,13,12-29-2018
84,This Is It,Scotty McCreery,96,84,2,12-29-2018
85,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,88,56,17,12-29-2018
86,Close Friends,Lil Baby,90,28,11,12-29-2018
87,Sweet But Psycho,Ava Max,,87,1,12-29-2018
88,Gnarly,Kodak Black Featuring Lil Pump,,88,1,12-29-2018
89,Lovely,Billie Eilish & Khalid,,78,8,12-29-2018
90,The Christmas Song,Lauren Daigle,,90,1,12-29-2018
91,Envy Me,Calboy,,91,1,12-29-2018
92,Yosemite,Travis Scott,100,25,10,12-29-2018
93,Electricity,Silk City x Dua Lipa,,93,6,12-29-2018
94,Good Form,Nicki Minaj Featuring Lil Wayne,94,60,3,12-29-2018
95,Millionaire,Chris Stapleton,,95,3,12-29-2018
96,Look Back At It,A Boogie Wit da Hoodie,95,95,2,12-29-2018
97,24/7,Meek Mill Featuring Ella Mai,86,54,3,12-29-2018
98,Uptown Vibes,Meek Mill Featuring Fabolous & Anuel AA,79,39,3,12-29-2018
99,Nuketown,Ski Mask The Slump God Featuring Juice WRLD,98,63,3,12-29-2018
100,MAMA,6ix9ine Featuring Nicki Minaj & Kanye West,75,43,4,12-29-2018
1,"Thank U, Next",Ariana Grande,1,1,6,12-22-2018
2,Without Me,Halsey,3,2,10,12-22-2018
3,Sicko Mode,Travis Scott,2,1,19,12-22-2018
4,Happier,Marshmello & Bastille,4,3,17,12-22-2018
5,High Hopes,Panic! At The Disco,5,5,19,12-22-2018
6,All I Want For Christmas Is You,Mariah Carey,7,6,28,12-22-2018
7,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,17,7,8,12-22-2018
8,Drip Too Hard,Lil Baby & Gunna,9,4,13,12-22-2018
9,ZEZE,Kodak Black Featuring Travis Scott & Offset,8,2,9,12-22-2018
10,Girls Like You,Maroon 5 Featuring Cardi B,11,1,29,12-22-2018
11,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,19,11,13,12-22-2018
12,Mo Bamba,Sheck Wes,10,6,16,12-22-2018
13,It's The Most Wonderful Time Of The Year,Andy Williams,16,13,8,12-22-2018
14,Breathin,Ariana Grande,12,12,17,12-22-2018
15,Jingle Bell Rock,Bobby Helms,26,15,23,12-22-2018
16,Eastside,"benny blanco, Halsey & Khalid",18,16,22,12-22-2018
17,Going Bad,Meek Mill Featuring Drake,6,6,2,12-22-2018
18,Rockin' Around The Christmas Tree,Brenda Lee,21,14,25,12-22-2018
19,Lucid Dreams,Juice WRLD,13,2,31,12-22-2018
20,Better Now,Post Malone,15,3,33,12-22-2018
21,A Holly Jolly Christmas,Burl Ives,22,21,8,12-22-2018
22,Youngblood,5 Seconds Of Summer,14,7,28,12-22-2018
23,Trip,Ella Mai,23,11,19,12-22-2018
24,The Christmas Song (Merry Christmas To You),Nat King Cole,29,24,15,12-22-2018
25,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",24,11,11,12-22-2018
26,MIA,Bad Bunny Featuring Drake,25,5,9,12-22-2018
27,Rudolph The Red-Nosed Reindeer,Gene Autry,36,27,2,12-22-2018
28,Leave Me Alone,Flipp Dinero,32,27,13,12-22-2018
29,Money,Cardi B,28,13,8,12-22-2018
30,Love Lies,Khalid & Normani,27,9,43,12-22-2018
31,Last Christmas,Wham!,34,31,7,12-22-2018
32,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,41,32,2,12-22-2018
33,BAD!,XXXTENTACION,75,16,5,12-22-2018
34,Speechless,Dan + Shay,40,33,14,12-22-2018
35,Better,Khalid,33,29,13,12-22-2018
36,Beautiful,Bazzi Featuring Camila Cabello,37,30,19,12-22-2018
37,whoa (mind in awe),XXXTENTACION,,37,1,12-22-2018
38,I Like It,"Cardi B, Bad Bunny & J Balvin",42,1,36,12-22-2018
39,Shallow,Lady Gaga & Bradley Cooper,38,5,11,12-22-2018
40,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,,40,1,12-22-2018
41,Sleigh Ride,The Ronettes,,41,1,12-22-2018
42,Feliz Navidad,Jose Feliciano,,42,3,12-22-2018
43,Natural,Imagine Dragons,35,13,21,12-22-2018
44,Uproar,Lil Wayne,50,7,11,12-22-2018
45,Broken,lovelytheband,45,29,22,12-22-2018
46,Taste,Tyga Featuring Offset,47,8,29,12-22-2018
47,She Got The Best Of Me ,Luke Combs,49,34,18,12-22-2018
48,Guardian Angel,XXXTENTACION,,48,1,12-22-2018
49,Dangerous,Meek Mill Featuring Jeremih & PnB Rock,31,31,17,12-22-2018
50,God Is A Woman,Ariana Grande,48,8,22,12-22-2018
51,I Don't Let Go,XXXTENTACION,,51,1,12-22-2018
52,Best Shot,Jimmie Allen,59,46,13,12-22-2018
53,Calling My Spirit,Kodak Black,64,53,2,12-22-2018
54,Drunk Me,Mitchell Tenpenny,56,53,18,12-22-2018
55,Pure Cocaine,Lil Baby,46,46,2,12-22-2018
56,Lost In Japan,Shawn Mendes X Zedd,71,48,12,12-22-2018
57,Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,74,28,7,12-22-2018
58,You Say,Lauren Daigle,69,44,22,12-22-2018
59,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,93,59,4,12-22-2018
60,KIKA,6ix9ine Featuring Tory Lanez,44,44,3,12-22-2018
61,What's Free,Meek Mill Featuring Rick Ross & JAY-Z,20,20,2,12-22-2018
62,One Minute,XXXTENTACION Featuring Kanye West & Travis Barker,,62,1,12-22-2018
63,Be Alright,Dean Lewis,79,63,7,12-22-2018
64,Train Food,XXXTENTACION,,64,1,12-22-2018
65,What Are You So Afraid Of,XXXTENTACION,,65,1,12-22-2018
66,Backin' It Up,Pardison Fontaine Featuring Cardi B,86,65,9,12-22-2018
67,Armed And Dangerous,Juice WRLD,76,44,5,12-22-2018
68,Staring At The Sky,XXXTENTACION,,68,1,12-22-2018
69,When The Party's Over,Billie Eilish,68,52,8,12-22-2018
70,Lie,NF,65,48,20,12-22-2018
71,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,87,71,9,12-22-2018
72,Consequences,Camila Cabello,94,72,6,12-22-2018
73,Burning Man,Dierks Bentley Featuring Brothers Osborne,90,69,8,12-22-2018
74,Talk To Me,Tory Lanez & Rich The Kid,83,72,7,12-22-2018
75,MAMA,6ix9ine Featuring Nicki Minaj & Kanye West,43,43,3,12-22-2018
76,Sixteen,Thomas Rhett,99,76,5,12-22-2018
77,Girl Like You,Jason Aldean,,77,3,12-22-2018
78,WAKA,6ix9ine Featuring A Boogie Wit da Hoodie,51,51,3,12-22-2018
79,Uptown Vibes,Meek Mill Featuring Fabolous & Anuel AA,39,39,2,12-22-2018
80,Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,67,67,2,12-22-2018
81,Good Girl,Dustin Lynch,96,81,5,12-22-2018
82,On Me,Meek Mill Featuring Cardi B,30,30,2,12-22-2018
83,You,Jacquees,100,83,3,12-22-2018
84,Difference (Interlude),XXXTENTACION,,84,1,12-22-2018
85,No Stylist,French Montana Featuring Drake,95,47,12,12-22-2018
86,24/7,Meek Mill Featuring Ella Mai,54,54,2,12-22-2018
87,Last Shot,Kip Moore,,87,4,12-22-2018
88,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,92,56,16,12-22-2018
89,Fine China,Future & Juice WRLD,88,26,8,12-22-2018
90,Close Friends,Lil Baby,84,28,10,12-22-2018
91,TIC TOC,6ix9ine Featuring Lil Baby,53,53,3,12-22-2018
92,That's On Me,Yella Beezy,80,56,20,12-22-2018
93,Ella Quiere Beber,Anuel AA & Romeo Santos,97,79,6,12-22-2018
94,Good Form,Nicki Minaj Featuring Lil Wayne,60,60,2,12-22-2018
95,Look Back At It,A Boogie Wit da Hoodie,,95,1,12-22-2018
96,This Is It,Scotty McCreery,,96,1,12-22-2018
97,Beautiful Crazy,Luke Combs,,58,5,12-22-2018
98,Nuketown,Ski Mask The Slump God Featuring Juice WRLD,63,63,2,12-22-2018
99,Dip,Tyga & Nicki Minaj,,63,6,12-22-2018
100,Yosemite,Travis Scott,,25,9,12-22-2018
1,"Thank U, Next",Ariana Grande,2,1,5,12-15-2018
2,Sicko Mode,Travis Scott,1,1,18,12-15-2018
3,Without Me,Halsey,4,3,9,12-15-2018
4,Happier,Marshmello & Bastille,3,3,16,12-15-2018
5,High Hopes,Panic! At The Disco,5,5,18,12-15-2018
6,Going Bad,Meek Mill Featuring Drake,,6,1,12-15-2018
7,All I Want For Christmas Is You,Mariah Carey,14,7,27,12-15-2018
8,ZEZE,Kodak Black Featuring Travis Scott & Offset,7,2,8,12-15-2018
9,Drip Too Hard,Lil Baby & Gunna,8,4,12,12-15-2018
10,Mo Bamba,Sheck Wes,6,6,15,12-15-2018
11,Girls Like You,Maroon 5 Featuring Cardi B,9,1,28,12-15-2018
12,Breathin,Ariana Grande,13,12,16,12-15-2018
13,Lucid Dreams,Juice WRLD,10,2,30,12-15-2018
14,Youngblood,5 Seconds Of Summer,12,7,27,12-15-2018
15,Better Now,Post Malone,11,3,32,12-15-2018
16,It's The Most Wonderful Time Of The Year,Andy Williams,21,16,7,12-15-2018
17,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,17,9,7,12-15-2018
18,Eastside,"benny blanco, Halsey & Khalid",18,17,21,12-15-2018
19,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,15,14,12,12-15-2018
20,What's Free,Meek Mill Featuring Rick Ross & JAY-Z,,20,1,12-15-2018
21,Rockin' Around The Christmas Tree,Brenda Lee,23,14,24,12-15-2018
22,A Holly Jolly Christmas,Burl Ives,26,22,7,12-15-2018
23,Trip,Ella Mai,16,11,18,12-15-2018
24,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",22,11,10,12-15-2018
25,MIA,Bad Bunny Featuring Drake,19,5,8,12-15-2018
26,Jingle Bell Rock,Bobby Helms,33,26,22,12-15-2018
27,Love Lies,Khalid & Normani,20,9,42,12-15-2018
28,Money,Cardi B,24,13,7,12-15-2018
29,The Christmas Song (Merry Christmas To You),Nat King Cole,39,29,14,12-15-2018
30,On Me,Meek Mill Featuring Cardi B,,30,1,12-15-2018
31,Dangerous,Meek Mill Featuring Jeremih & PnB Rock,48,31,16,12-15-2018
32,Leave Me Alone,Flipp Dinero,27,27,12,12-15-2018
33,Better,Khalid,29,29,12,12-15-2018
34,Last Christmas,Wham!,43,34,6,12-15-2018
35,Natural,Imagine Dragons,25,13,20,12-15-2018
36,Rudolph The Red-Nosed Reindeer,Gene Autry,,36,1,12-15-2018
37,Beautiful,Bazzi Featuring Camila Cabello,30,30,18,12-15-2018
38,Shallow,Lady Gaga & Bradley Cooper,28,5,10,12-15-2018
39,Uptown Vibes,Meek Mill Featuring Fabolous & Anuel AA,,39,1,12-15-2018
40,Speechless,Dan + Shay,38,33,13,12-15-2018
41,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,,41,1,12-15-2018
42,I Like It,"Cardi B, Bad Bunny & J Balvin",31,1,35,12-15-2018
43,MAMA,6ix9ine Featuring Nicki Minaj & Kanye West,58,43,2,12-15-2018
44,KIKA,6ix9ine Featuring Tory Lanez,59,44,2,12-15-2018
45,Broken,lovelytheband,32,29,21,12-15-2018
46,Pure Cocaine,Lil Baby,,46,1,12-15-2018
47,Taste,Tyga Featuring Offset,35,8,28,12-15-2018
48,God Is A Woman,Ariana Grande,34,8,21,12-15-2018
49,She Got The Best Of Me ,Luke Combs,42,34,17,12-15-2018
50,Uproar,Lil Wayne,40,7,10,12-15-2018
51,WAKA,6ix9ine Featuring A Boogie Wit da Hoodie,71,51,2,12-15-2018
52,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,36,3,20,12-15-2018
53,TIC TOC,6ix9ine Featuring Lil Baby,62,53,2,12-15-2018
54,24/7,Meek Mill Featuring Ella Mai,,54,1,12-15-2018
55,Intro,Meek Mill,,55,1,12-15-2018
56,Drunk Me,Mitchell Tenpenny,53,53,17,12-15-2018
57,Respect The Game,Meek Mill,,57,1,12-15-2018
58,Ring,Cardi B Featuring Kehlani,47,28,20,12-15-2018
59,Best Shot,Jimmie Allen,49,46,12,12-15-2018
60,Good Form,Nicki Minaj Featuring Lil Wayne,,60,1,12-15-2018
61,Trauma,Meek Mill,,61,1,12-15-2018
62,Time,Lil Baby Featuring Meek Mill,,62,1,12-15-2018
63,Nuketown,Ski Mask The Slump God Featuring Juice WRLD,,63,1,12-15-2018
64,Calling My Spirit,Kodak Black,,64,1,12-15-2018
65,Lie,NF,51,48,19,12-15-2018
66,Ready,Lil Baby Featuring Gunna,,66,1,12-15-2018
67,Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,,67,1,12-15-2018
68,When The Party's Over,Billie Eilish,52,52,7,12-15-2018
69,You Say,Lauren Daigle,60,44,21,12-15-2018
70,Championships,Meek Mill,,70,1,12-15-2018
71,Lost In Japan,Shawn Mendes X Zedd,56,48,11,12-15-2018
72,Tic Tac Toe,Meek Mill Featuring Kodak Black,,72,1,12-15-2018
73,Almost Slipped,Meek Mill,,73,1,12-15-2018
74,Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,57,28,6,12-15-2018
75,BAD!,XXXTENTACION,54,16,4,12-15-2018
76,Armed And Dangerous,Juice WRLD,55,44,4,12-15-2018
77,Splash Warning,"Meek Mill Featuring Future, Roddy Ricch & Young Thug",,77,1,12-15-2018
78,Pay You Back,Meek Mill Featuring 21 Savage,,78,1,12-15-2018
79,Be Alright,Dean Lewis,65,65,6,12-15-2018
80,That's On Me,Yella Beezy,67,56,19,12-15-2018
81,Foot Fungus,Ski Mask The Slump God,,81,1,12-15-2018
82,Crush A Lot,Lil Baby,,82,1,12-15-2018
83,Talk To Me,Tory Lanez & Rich The Kid,75,72,6,12-15-2018
84,Close Friends,Lil Baby,63,28,9,12-15-2018
85,Oodles O' Noodles Babies,Meek Mill,,85,1,12-15-2018
86,Backin' It Up,Pardison Fontaine Featuring Cardi B,76,65,8,12-15-2018
87,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,82,73,8,12-15-2018
88,Fine China,Future & Juice WRLD,64,26,7,12-15-2018
89,STOOPID,6ix9ine Featuring Bobby Shmurda,61,25,9,12-15-2018
90,Burning Man,Dierks Bentley Featuring Brothers Osborne,74,69,7,12-15-2018
91,Global,Lil Baby,,91,1,12-15-2018
92,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,68,56,15,12-15-2018
93,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,100,93,3,12-15-2018
94,Consequences,Camila Cabello,77,77,5,12-15-2018
95,No Stylist,French Montana Featuring Drake,73,47,11,12-15-2018
96,Good Girl,Dustin Lynch,81,81,4,12-15-2018
97,Ella Quiere Beber,Anuel AA & Romeo Santos,84,79,5,12-15-2018
98,Word On The Street,Lil Baby,,98,1,12-15-2018
99,Sixteen,Thomas Rhett,88,87,4,12-15-2018
100,You,Jacquees,90,90,2,12-15-2018
1,Sicko Mode,Travis Scott,2,1,17,12-08-2018
2,"Thank U, Next",Ariana Grande,1,1,4,12-08-2018
3,Happier,Marshmello & Bastille,3,3,15,12-08-2018
4,Without Me,Halsey,4,4,8,12-08-2018
5,High Hopes,Panic! At The Disco,6,5,17,12-08-2018
6,Mo Bamba,Sheck Wes,7,6,14,12-08-2018
7,ZEZE,Kodak Black Featuring Travis Scott & Offset,10,2,7,12-08-2018
8,Drip Too Hard,Lil Baby & Gunna,9,4,11,12-08-2018
9,Girls Like You,Maroon 5 Featuring Cardi B,8,1,27,12-08-2018
10,Lucid Dreams,Juice WRLD,5,2,29,12-08-2018
11,Better Now,Post Malone,11,3,31,12-08-2018
12,Youngblood,5 Seconds Of Summer,12,7,26,12-08-2018
13,Breathin,Ariana Grande,13,13,15,12-08-2018
14,All I Want For Christmas Is You,Mariah Carey,29,9,26,12-08-2018
15,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,14,14,11,12-08-2018
16,Trip,Ella Mai,15,11,17,12-08-2018
17,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,16,9,6,12-08-2018
18,Eastside,"benny blanco, Halsey & Khalid",17,17,20,12-08-2018
19,MIA,Bad Bunny Featuring Drake,18,5,7,12-08-2018
20,Love Lies,Khalid & Normani,19,9,41,12-08-2018
21,It's The Most Wonderful Time Of The Year,Andy Williams,,21,6,12-08-2018
22,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",22,11,9,12-08-2018
23,Rockin' Around The Christmas Tree,Brenda Lee,,14,23,12-08-2018
24,Money,Cardi B,21,13,6,12-08-2018
25,Natural,Imagine Dragons,20,13,19,12-08-2018
26,A Holly Jolly Christmas,Burl Ives,,26,6,12-08-2018
27,Leave Me Alone,Flipp Dinero,28,27,11,12-08-2018
28,Shallow,Lady Gaga & Bradley Cooper,23,5,9,12-08-2018
29,Better,Khalid,43,29,11,12-08-2018
30,Beautiful,Bazzi Featuring Camila Cabello,30,30,17,12-08-2018
31,I Like It,"Cardi B, Bad Bunny & J Balvin",24,1,34,12-08-2018
32,Broken,lovelytheband,35,29,20,12-08-2018
33,Jingle Bell Rock,Bobby Helms,,29,21,12-08-2018
34,God Is A Woman,Ariana Grande,26,8,20,12-08-2018
35,Taste,Tyga Featuring Offset,27,8,27,12-08-2018
36,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,38,3,19,12-08-2018
37,In My Feelings,Drake,25,1,22,12-08-2018
38,Speechless,Dan + Shay,33,33,12,12-08-2018
39,The Christmas Song (Merry Christmas To You),Nat King Cole,,37,13,12-08-2018
40,Uproar,Lil Wayne,37,7,9,12-08-2018
41,Lose It,Kane Brown,40,28,20,12-08-2018
42,She Got The Best Of Me ,Luke Combs,34,34,16,12-08-2018
43,Last Christmas,Wham!,,41,5,12-08-2018
44,Yes Indeed,Lil Baby & Drake,31,6,29,12-08-2018
45,Tequila,Dan + Shay,36,21,38,12-08-2018
46,Nonstop,Drake,32,2,22,12-08-2018
47,Ring,Cardi B Featuring Kehlani,41,28,19,12-08-2018
48,Dangerous,Meek Mill Featuring Jeremih & PnB Rock,51,48,15,12-08-2018
49,Best Shot,Jimmie Allen,47,46,11,12-08-2018
50,Boo'd Up,Ella Mai,42,5,35,12-08-2018
51,Lie,NF,48,48,18,12-08-2018
52,When The Party's Over,Billie Eilish,52,52,6,12-08-2018
53,Drunk Me,Mitchell Tenpenny,55,53,16,12-08-2018
54,BAD!,XXXTENTACION,39,16,3,12-08-2018
55,Armed And Dangerous,Juice WRLD,53,44,3,12-08-2018
56,Lost In Japan,Shawn Mendes X Zedd,54,48,10,12-08-2018
57,Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,49,28,5,12-08-2018
58,MAMA,6ix9ine Featuring Nicki Minaj & Kanye West,,58,1,12-08-2018
59,KIKA,6ix9ine Featuring Tory Lanez,,59,1,12-08-2018
60,You Say,Lauren Daigle,58,44,20,12-08-2018
61,STOOPID,6ix9ine Featuring Bobby Shmurda,85,25,8,12-08-2018
62,TIC TOC,6ix9ine Featuring Lil Baby,,62,1,12-08-2018
63,Close Friends,Lil Baby,57,28,8,12-08-2018
64,Fine China,Future & Juice WRLD,64,26,6,12-08-2018
65,Be Alright,Dean Lewis,76,65,5,12-08-2018
66,Topanga,Trippie Redd,61,52,5,12-08-2018
67,That's On Me,Yella Beezy,56,56,18,12-08-2018
68,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,60,56,14,12-08-2018
69,Come Out And Play,Billie Eilish,,69,1,12-08-2018
70,10 Freaky Girls,Metro Boomin Featuring 21 Savage,63,42,4,12-08-2018
71,WAKA,6ix9ine Featuring A Boogie Wit da Hoodie,,71,1,12-08-2018
72,1400 / 999 Freestyle,Trippie Redd Featuring Juice WRLD,68,55,3,12-08-2018
73,No Stylist,French Montana Featuring Drake,66,47,10,12-08-2018
74,Burning Man,Dierks Bentley Featuring Brothers Osborne,69,69,6,12-08-2018
75,Talk To Me,Tory Lanez & Rich The Kid,72,72,5,12-08-2018
76,Backin' It Up,Pardison Fontaine Featuring Cardi B,65,65,7,12-08-2018
77,Consequences,Camila Cabello,82,77,4,12-08-2018
78,I'm A Mess,Bebe Rexha,59,35,20,12-08-2018
79,Hangin' On,Chris Young,67,63,13,12-08-2018
80,Dip,Tyga & Nicki Minaj,71,63,5,12-08-2018
81,Good Girl,Dustin Lynch,88,81,3,12-08-2018
82,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,73,73,7,12-08-2018
83,Lovely,Billie Eilish & Khalid,80,78,7,12-08-2018
84,Ella Quiere Beber,Anuel AA & Romeo Santos,79,79,4,12-08-2018
85,Never Recover,Lil Baby & Gunna Featuring Drake,70,15,8,12-08-2018
86,BEBE,6ix9ine Featuring Anuel AA,,30,5,12-08-2018
87,Rich,Maren Morris,62,62,8,12-08-2018
88,Sixteen,Thomas Rhett,87,87,3,12-08-2018
89,Blue Tacoma,Russell Dickerson,77,52,15,12-08-2018
90,You,Jacquees,,90,1,12-08-2018
91,Space Cadet,Metro Boomin Featuring Gunna,74,51,4,12-08-2018
92,Last Shot,Kip Moore,90,90,3,12-08-2018
93,Best Part,Daniel Caesar Featuring H.E.R.,83,75,19,12-08-2018
94,Girl Like You,Jason Aldean,99,94,2,12-08-2018
95,Don't Come Out The House,Metro Boomin Featuring 21 Savage,78,38,4,12-08-2018
96,Ocean Eyes,Billie Eilish,97,96,2,12-08-2018
97,I Love It,Kanye West & Lil Pump,75,6,12,12-08-2018
98,Falling Down,Lil Peep & XXXTENTACION,84,13,11,12-08-2018
99,Noticed,Lil Mosey,93,80,10,12-08-2018
